season_id,episode_id,scene_id,utterance_id,speaker,emotion,tokens,sentences
tst,e01,c10,u005,Ross Geller,sad,"[[""Y'know"", ',', 'here', ""'s"", 'the', 'thing', '.'], ['Even', 'if', 'I', 'could', 'get', 'it', 'together', 'enough', 'to', '-', 'to', 'ask', 'a', 'woman', 'out', ',', '...'], ['who', 'am', 'I', 'gon', 'na', 'ask', '?']]","Y'know, here's the thing. Even if I could get it together enough to- to ask a woman out,... who am I gonna ask?"
tst,e01,c12,u001,Franny,joy,"[['Hey', ',', 'Monica', '!']]","Hey, Monica!"
tst,e01,c12,u002,Monica Geller,neutral,"[['Hey', 'Frannie', ',', 'welcome', 'back', '!'], ['How', 'was', 'Florida', '?']]","Hey Frannie, welcome back! How was Florida?"
tst,e01,c12,u003,Franny,neutral,"[['You', 'had', 'sex', ',', 'did', ""n't"", 'you', '?']]","You had sex, didn't you?"
tst,e01,c12,u004,Monica Geller,neutral,"[['How', 'do', 'you', 'do', 'that', '?']]",How do you do that?
tst,e01,c12,u005,Franny,angry,"[['Oh', ',', 'I', 'hate', 'you', ',', 'I', ""'m"", 'pushing', 'my', 'Aunt', 'Roz', 'through', 'Parrot', 'Jungle', 'and', 'you', ""'re"", 'having', 'sex', '!'], ['So', '?'], ['Who', '?']]","Oh, I hate you, I'm pushing my Aunt Roz through Parrot Jungle and you're having sex! So? Who?"
tst,e01,c12,u006,Monica Geller,neutral,"[['You', 'know', 'Paul', '?']]",You know Paul?
tst,e01,c12,u007,Franny,neutral,"[['Paul', 'the', 'Wine', 'Guy', '?'], ['Oh', 'yeah', ',', 'I', 'know', 'Paul', '.']]","Paul the Wine Guy? Oh yeah, I know Paul."
tst,e01,c12,u008,Monica Geller,neutral,"[['You', 'mean', 'you', 'know', 'Paul', 'like', 'I', 'know', 'Paul', '?']]",You mean you know Paul like I know Paul?
tst,e01,c12,u009,Franny,neutral,"[['Are', 'you', 'kidding', '?'], ['I', 'take', 'credit', 'for', 'Paul', '.'], [""Y'know"", 'before', 'me', ',', 'there', 'was', 'no', 'snap', 'in', 'his', 'turtle', 'for', 'two', 'years', '.']]","Are you kidding? I take credit for Paul. Y'know before me, there was no snap in his turtle for two years."
tst,e01,c13,u001,Joey Tribbiani,angry,"[['Of', 'course', 'it', 'was', 'a', 'line', '!']]",Of course it was a line!
tst,e01,c13,u002,Monica Geller,angry,"[['Why', '?!'], ['Why', '?'], ['Why', ',', 'why', 'would', 'anybody', 'do', 'something', 'like', 'that', '?']]","Why?! Why? Why, why would anybody do something like that?"
tst,e01,c13,u003,Ross Geller,neutral,"[['I', 'assume', 'we', ""'re"", 'looking', 'for', 'an', 'answer', 'more', 'sophisticated', 'than', ""'"", 'to', 'get', 'you', 'into', 'bed', ""'"", '.']]",I assume we're looking for an answer more sophisticated than 'to get you into bed'.
tst,e01,c13,u004,Monica Geller,angry,"[['I', 'hate', 'men', '!'], ['I', 'hate', 'men', '!']]",I hate men! I hate men!
tst,e01,c13,u005,Phoebe Buffay,peaceful,"[['Oh', 'no', ',', 'do', ""n't"", 'hate', ',', 'you', 'do', ""n't"", 'want', 'to', 'put', 'that', 'out', 'into', 'the', 'universe', '.']]","Oh no, don't hate, you don't want to put that out into the universe."
tst,e01,c13,u006,Monica Geller,angry,"[['Is', 'it', 'me', '?'], ['Is', 'it', 'like', 'I', 'have', 'some', 'sort', 'of', 'beacon', 'that', 'only', 'dogs', 'and', 'men', 'with', 'severe', 'emotional', 'problems', 'can', 'hear', '?']]",Is it me? Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear?
tst,e01,c13,u007,Phoebe Buffay,peaceful,"[['All', 'right', ',', ""c'mere"", ',', 'gim', 'me', 'your', 'feet', '.']]","All right, c'mere, gimme your feet."
tst,e01,c13,u008,Monica Geller,sad,"[['I', 'just', 'thought', 'he', 'was', 'nice', ',', ""y'know"", '?']]","I just thought he was nice, y'know?"
tst,e01,c13,u009,Joey Tribbiani,joy,"[['I', 'ca', ""n't"", 'believe', 'you', 'did', ""n't"", 'know', 'it', 'was', 'a', 'line', '!']]",I can't believe you didn't know it was a line!
tst,e01,c13,u011,Rachel Green,neutral,"[['Guess', 'what', '?']]",Guess what?
tst,e01,c13,u012,Ross Geller,neutral,"[['You', 'got', 'a', 'job', '?']]",You got a job?
tst,e01,c13,u013,Rachel Green,angry,"[['Are', 'you', 'kidding', '?'], ['I', ""'m"", 'trained', 'for', 'nothing', '!'], ['I', 'was', 'laughed', 'out', 'of', 'twelve', 'interviews', 'today', '.']]",Are you kidding? I'm trained for nothing! I was laughed out of twelve interviews today.
tst,e01,c13,u014,Chandler Bing,neutral,"[['And', 'yet', 'you', ""'re"", 'surprisingly', 'upbeat', '.']]",And yet you're surprisingly upbeat.
tst,e01,c13,u015,Rachel Green,joy,"[['You', 'would', 'be', 'too', 'if', 'you', 'found', 'John', 'and', 'David', 'boots', 'on', 'sale', ',', 'fifty', 'percent', 'off', '!']]","You would be too if you found John and David boots on sale, fifty percent off!"
tst,e01,c13,u016,Chandler Bing,neutral,"[['Oh', ',', 'how', 'well', 'you', 'know', 'me', '...']]","Oh, how well you know me..."
tst,e01,c13,u017,Rachel Green,joy,"[['They', ""'re"", 'my', 'new', ""'"", 'I', 'do', ""n't"", 'need', 'a', 'job', ',', 'I', 'do', ""n't"", 'need', 'my', 'parents', ',', 'I', ""'ve"", 'got', 'great', 'boots', ""'"", 'boots', '!']]","They're my new 'I don't need a job, I don't need my parents, I've got great boots' boots!"
tst,e01,c13,u018,Monica Geller,neutral,"[['How', ""'d"", 'you', 'pay', 'for', 'them', '?']]",How'd you pay for them?
tst,e01,c13,u019,Rachel Green,neutral,"[['Uh', ',', 'credit', 'card', '.']]","Uh, credit card."
tst,e01,c13,u020,Monica Geller,neutral,"[['And', 'who', 'pays', 'for', 'that', '?']]",And who pays for that?
tst,e01,c13,u021,Rachel Green,neutral,"[['Um', '...'], ['my', '...'], ['father', '.']]",Um... my... father.
tst,e01,c15,u001,Joey Tribbiani,neutral,"[['I', 'ca', ""n't"", 'believe', 'what', 'I', ""'m"", 'hearing', 'here', '.']]",I can't believe what I'm hearing here.
tst,e01,c15,u002,Phoebe Buffay,joy,"[['I', 'ca', ""n't"", 'believe', 'what', 'I', ""'m"", 'hearing', 'here', '...']]",I can't believe what I'm hearing here...
tst,e01,c15,u003,Monica Geller,scared,"[['What', '?'], ['I', '-', 'I', 'said', 'you', 'had', 'a', '-']]",What? I-I said you had a-
tst,e01,c15,u004,Phoebe Buffay,joy,"[['What', 'I', 'said', 'you', 'had', '...']]",What I said you had...
tst,e01,c15,u005,Monica Geller,angry,"[['Would', 'you', 'stop', '?']]",Would you stop?
tst,e01,c15,u006,Phoebe Buffay,neutral,"[['Oh', ',', 'was', 'I', 'doing', 'it', 'again', '?']]","Oh, was I doing it again?"
tst,e01,c15,u007,#ALL#,angry,"[['Yes', '!']]",Yes!
tst,e01,c15,u008,Monica Geller,peaceful,"[['I', 'said', 'that', 'you', 'had', 'a', 'nice', 'butt', ',', 'it', ""'s"", 'just', 'not', 'a', 'great', 'butt', '.']]","I said that you had a nice butt, it's just not a great butt."
tst,e01,c15,u009,Joey Tribbiani,joy,"[['Oh', ',', 'you', 'would', ""n't"", 'know', 'a', 'great', 'butt', 'if', 'it', 'came', 'up', 'and', 'bit', 'ya', '.']]","Oh, you wouldn't know a great butt if it came up and bit ya."
tst,e01,c15,u010,Ross Geller,neutral,"[['There', ""'s"", 'an', 'image', '.']]",There's an image.
tst,e01,c15,u011,Rachel Green,peaceful,"[['Would', 'anybody', 'like', 'more', 'coffee', '?']]",Would anybody like more coffee?
tst,e01,c15,u012,Chandler Bing,scared,"[['Did', 'you', 'make', 'it', ',', 'or', 'are', 'you', 'just', 'serving', 'it', '?']]","Did you make it, or are you just serving it?"
tst,e01,c15,u013,Rachel Green,neutral,"[['I', ""'m"", 'just', 'serving', 'it', '.']]",I'm just serving it.
tst,e01,c15,u014,#ALL#,joy,"[['Yeah', '.'], ['Yeah', ',', 'I', ""'ll"", 'have', 'a', 'cup', 'of', 'coffee', '.']]","Yeah. Yeah, I'll have a cup of coffee."
tst,e01,c15,u015,Chandler Bing,peaceful,"[['Kids', ',', 'new', 'dream', '...'], ['I', ""'m"", 'in', 'Las', 'Vegas', '.']]","Kids, new dream... I'm in Las Vegas."
tst,e01,c15,u016,Customer,scared,"[['Ahh', ',', 'miss', '?'], ['More', 'coffee', '?']]","Ahh, miss? More coffee?"
tst,e01,c15,u017,Rachel Green,angry,"[['Ugh', '.'], ['Excuse', 'me', ',', 'could', 'you', 'give', 'this', 'to', 'that', 'guy', 'over', 'there', '?'], ['Go', 'ahead', '.'], ['Thank', 'you', '.'], ['Sorry', '.'], ['Okay', ',', 'Las', 'Vegas', '.']]","Ugh. Excuse me, could you give this to that guy over there? Go ahead. Thank you. Sorry. Okay, Las Vegas."
tst,e01,c15,u018,Chandler Bing,neutral,"[['Okay', ',', 'so', ',', 'I', ""'m"", 'in', 'Las', 'Vegas', '...'], ['I', ""'m"", 'Liza', 'Minelli', '-']]","Okay, so, I'm in Las Vegas... I'm Liza Minelli-"
tst,e10,c01,u001,Ross Geller,neutral,"[['Guys', '?'], ['There', ""'s"", 'a', 'somebody', 'I', ""'d"", 'like', 'you', 'to', 'meet', '.']]",Guys? There's a somebody I'd like you to meet.
tst,e10,c01,u003,#ALL#,joy,"[['Oooh', '!']]",Oooh!
tst,e10,c01,u004,Monica Geller,scared,"[['W', '-', 'wait', '.'], ['What', 'is', 'that', '?']]",W-wait. What is that?
tst,e10,c01,u005,Ross Geller,joy,"[[""'"", 'That', ""'"", 'would', 'be', 'Marcel', '.'], ['You', 'wan', 'na', 'say', 'hi', '?']]",'That' would be Marcel. You wanna say hi?
tst,e10,c01,u006,Monica Geller,scared,"[['No', ',', 'no', ',', 'I', 'do', ""n't"", '.']]","No, no, I don't."
tst,e10,c01,u007,Rachel Green,joy,"[['Oh', ',', 'he', 'is', 'precious', '!'], ['Where', 'did', 'you', 'get', 'him', '?']]","Oh, he is precious! Where did you get him?"
tst,e10,c01,u008,Ross Geller,neutral,"[['My', 'friend', 'Bethel', 'rescued', 'him', 'from', 'some', 'lab', '.']]",My friend Bethel rescued him from some lab.
tst,e10,c01,u009,Phoebe Buffay,neutral,"[['That', 'is', 'so', 'cruel', '!'], ['Why', '?'], ['Why', 'would', 'a', 'parent', 'name', 'their', 'child', 'Bethel', '?']]",That is so cruel! Why? Why would a parent name their child Bethel?
tst,e10,c01,u010,Chandler Bing,joy,"[['Hey', ',', 'that', 'monkey', ""'s"", 'got', 'a', 'Ross', 'on', 'its', 'ass', '!']]","Hey, that monkey's got a Ross on its ass!"
tst,e10,c01,u011,Monica Geller,neutral,"[['Ross', ',', 'is', 'he', 'gon', 'na', 'live', 'with', 'you', ',', 'like', ',', 'in', 'your', 'apartment', '?']]","Ross, is he gonna live with you, like, in your apartment?"
tst,e10,c01,u012,Ross Geller,neutral,"[['Yeah', '.'], ['I', 'mean', ',', 'it', ""'s"", 'been', 'kinda', 'quiet', 'since', 'Carol', 'left', ',', 'so', '...']]","Yeah. I mean, it's been kinda quiet since Carol left, so..."
tst,e10,c01,u013,Monica Geller,neutral,"[['Why', 'do', ""n't"", 'you', 'just', 'get', 'a', 'roommate', '?']]",Why don't you just get a roommate?
tst,e10,c01,u014,Ross Geller,sad,"[['Nah', ',', 'I', 'du', 'n', 'no', '...'], ['I', 'think', 'you', 'reach', 'a', 'certain', 'age', ',', 'having', 'a', 'roommate', 'is', 'kinda', 'pathe', '-', '....'], ['sorry', ',', 'that', ""'s"", ',', 'that', ""'s"", ""'"", 'pathet', ""'"", ',', 'which', 'is', 'Sanskrit', 'for', ""'"", 'really', 'cool', 'way', 'to', 'live', ""'"", '.']]","Nah, I dunno... I think you reach a certain age, having a roommate is kinda pathe- ....sorry, that's, that's 'pathet', which is Sanskrit for 'really cool way to live'."
tst,e10,c04,u001,David,powerful,"[['...'], ['But', ',', 'you', 'ca', ""n't"", 'actually', 'test', 'this', 'theory', ',', 'because', 'today', ""'s"", 'particle', 'accelerators', 'are', 'nowhere', 'near', 'powerful', 'enough', 'to', 'simulate', 'these', 'conditions', '.']]","...But, you can't actually test this theory, because today's particle accelerators are nowhere near powerful enough to simulate these conditions."
tst,e10,c04,u002,Phoebe Buffay,neutral,"[['Okay', ',', 'alright', ',', 'I', 'have', 'a', 'question', ',', 'then', '.']]","Okay, alright, I have a question, then."
tst,e10,c04,u003,David,neutral,"[['Yuh', '.']]",Yuh.
tst,e10,c04,u004,Phoebe Buffay,neutral,"[['Um', ',', 'were', 'you', 'planning', 'on', 'kissing', 'me', 'ever', '?']]","Um, were you planning on kissing me ever?"
tst,e10,c04,u005,David,joy,"[['Uh', ',', 'that', ""'s"", 'definitely', 'a', ',', 'uh', ',', 'valid', 'question', '.'], ['And', ',', 'uh', ',', 'the', 'answer', 'would', 'be', 'yes', '.'], ['Yes', 'I', 'was', '.'], ['But', ',', 'see', ',', 'I', 'wanted', 'it', 'to', 'be', 'this', 'phenomenal', 'kiss', 'that', 'happened', 'at', 'this', 'phenomenal', 'moment', ',', 'because', ',', 'well', ',', ""'cause"", 'it', ""'s"", 'you', '.']]","Uh, that's definitely a, uh, valid question. And, uh, the answer would be yes. Yes I was. But, see, I wanted it to be this phenomenal kiss that happened at this phenomenal moment, because, well, 'cause it's you."
tst,e10,c04,u006,Phoebe Buffay,neutral,"[['Sure', '.']]",Sure.
tst,e10,c04,u007,David,scared,"[['Right', '.'], ['But', ',', 'see', ',', 'the', 'longer', 'I', 'waited', ',', 'the', 'more', 'phenomenal', 'the', 'kiss', 'had', 'to', 'be', ',', 'and', 'now', 'we', ""'ve"", 'reached', 'a', 'place', 'where', 'it', ""'s"", 'just', 'got', 'ta', 'be', 'one', 'of', 'those', 'things', 'where', 'I', 'just', 'like', '...'], ['sweep', 'everything', 'off', 'the', 'table', 'and', 'throw', 'you', 'down', 'on', 'it', '.'], ['And', ',', 'uh', ',', 'I', ""'m"", 'not', 'really', 'a', ',', 'uh', ',', 'sweeping', 'sorta', 'fella', '.']]","Right. But, see, the longer I waited, the more phenomenal the kiss had to be, and now we've reached a place where it's just gotta be one of those things where I just like... sweep everything off the table and throw you down on it. And, uh, I'm not really a, uh, sweeping sorta fella."
tst,e10,c04,u008,Phoebe Buffay,joy,"[['Oh', ',', 'David', ',', 'I', ',', 'I', 'think', 'you', 'are', 'a', 'sweeping', 'sorta', 'fella', '.'], ['I', 'mean', ',', 'you', ""'re"", 'a', 'sweeper', '!'], ['...'], ['trapped', 'inside', 'a', 'physicist', ""'s"", 'body', '.']]","Oh, David, I, I think you are a sweeping sorta fella. I mean, you're a sweeper! ...trapped inside a physicist's body."
